,Actor 1,Actor 2
5428,Jason Cope,Nathalie Boltt
5429,Nathalie Boltt,Sharlto Copley
5430,Nathalie Boltt,David James
5431,Nathalie Boltt,Jason Cope
5432,Will Ferrell,Mark Wahlberg
5433,Will Ferrell,Derek Jeter
5434,Will Ferrell,Eva Mendes
5435,Mark Wahlberg,Will Ferrell
5436,Mark Wahlberg,Derek Jeter
5437,Mark Wahlberg,Eva Mendes
5438,Derek Jeter,Will Ferrell
5439,Derek Jeter,Mark Wahlberg
5440,Derek Jeter,Eva Mendes
5441,Eva Mendes,Will Ferrell
5442,Eva Mendes,Mark Wahlberg
5443,Eva Mendes,Derek Jeter
5444,Denzel Washington,Russell Crowe
5445,Denzel Washington,Chiwetel Ejiofor
5446,Denzel Washington,Josh Brolin
5447,Russell Crowe,Denzel Washington
5448,Russell Crowe,Chiwetel Ejiofor
5449,Russell Crowe,Josh Brolin
5450,Chiwetel Ejiofor,Denzel Washington
5451,Chiwetel Ejiofor,Russell Crowe
5452,Chiwetel Ejiofor,Josh Brolin
5453,Josh Brolin,Denzel Washington
5454,Josh Brolin,Russell Crowe
5455,Josh Brolin,Chiwetel Ejiofor
5456,Kirsten Dunst,Jason Schwartzman
5457,Kirsten Dunst,Rip Torn
5458,Kirsten Dunst,Judy Davis
5459,Jason Schwartzman,Kirsten Dunst
5460,Jason Schwartzman,Rip Torn
5461,Jason Schwartzman,Judy Davis
5462,Rip Torn,Kirsten Dunst
5463,Rip Torn,Jason Schwartzman
5464,Rip Torn,Judy Davis
5465,Judy Davis,Kirsten Dunst
5466,Judy Davis,Jason Schwartzman
5467,Judy Davis,Rip Torn
5468,John Cusack,Thandie Newton
5469,John Cusack,Chiwetel Ejiofor
5470,John Cusack,Amanda Peet
5471,Thandie Newton,John Cusack
5472,Thandie Newton,Chiwetel Ejiofor
5473,Thandie Newton,Amanda Peet
5474,Chiwetel Ejiofor,John Cusack
5475,Chiwetel Ejiofor,Thandie Newton
5476,Chiwetel Ejiofor,Amanda Peet
5477,Amanda Peet,John Cusack
5478,Amanda Peet,Thandie Newton
5479,Amanda Peet,Chiwetel Ejiofor
5480,Ben Affleck,Bryan Cranston
5481,Ben Affleck,John Goodman
5482,Ben Affleck,Alan Arkin
5483,Bryan Cranston,Ben Affleck
5484,Bryan Cranston,John Goodman
5485,Bryan Cranston,Alan Arkin
5486,John Goodman,Ben Affleck
5487,John Goodman,Bryan Cranston
5488,John Goodman,Alan Arkin
5489,Alan Arkin,Ben Affleck
5490,Alan Arkin,Bryan Cranston
5491,Alan Arkin,John Goodman
5492,Taron Egerton,Hugh Jackman
5493,Taron Egerton,Tom Costello
5494,Taron Egerton,Jo Hartley
5495,Hugh Jackman,Taron Egerton
5496,Hugh Jackman,Tom Costello
5497,Hugh Jackman,Jo Hartley
5498,Tom Costello,Taron Egerton
5499,Tom Costello,Hugh Jackman
5500,Tom Costello,Jo Hartley
5501,Jo Hartley,Taron Egerton
5502,Jo Hartley,Hugh Jackman
5503,Jo Hartley,Tom Costello
5504,Ulrich Mühe,Martina Gedeck
5505,Ulrich Mühe,Sebastian Koch
5506,Ulrich Mühe,Ulrich Tukur
5507,Martina Gedeck,Ulrich Mühe
5508,Martina Gedeck,Sebastian Koch
5509,Martina Gedeck,Ulrich Tukur
5510,Sebastian Koch,Ulrich Mühe
5511,Sebastian Koch,Martina Gedeck
5512,Sebastian Koch,Ulrich Tukur
5513,Ulrich Tukur,Ulrich Mühe
5514,Ulrich Tukur,Martina Gedeck
5515,Ulrich Tukur,Sebastian Koch
5516,Dominic Monaghan,Ksenia Solo
5517,Dominic Monaghan,Jennette McCurdy
5518,Dominic Monaghan,Da'Vone McDonald
5519,Ksenia Solo,Dominic Monaghan
5520,Ksenia Solo,Jennette McCurdy
5521,Ksenia Solo,Da'Vone McDonald
5522,Jennette McCurdy,Dominic Monaghan
5523,Jennette McCurdy,Ksenia Solo
5524,Jennette McCurdy,Da'Vone McDonald
5525,Da'Vone McDonald,Dominic Monaghan
5526,Da'Vone McDonald,Ksenia Solo
5527,Da'Vone McDonald,Jennette McCurdy
5528,Alia Shawkat,Nancy Kwan
5529,Alia Shawkat,Annabelle Attanasio
5530,Alia Shawkat,Alfred Molina
5531,Nancy Kwan,Alia Shawkat
5532,Nancy Kwan,Annabelle Attanasio
5533,Nancy Kwan,Alfred Molina
5534,Annabelle Attanasio,Alia Shawkat
5535,Annabelle Attanasio,Nancy Kwan
5536,Annabelle Attanasio,Alfred Molina
5537,Alfred Molina,Alia Shawkat
5538,Alfred Molina,Nancy Kwan
5539,Alfred Molina,Annabelle Attanasio
5540,Michael Fassbender,Jack Madigan
5541,Michael Fassbender,Frank Madigan
5542,Marion Cotillard,Jack Madigan
5543,Marion Cotillard,Frank Madigan
5544,Jack Madigan,Michael Fassbender
5545,Jack Madigan,Marion Cotillard
5546,Jack Madigan,Frank Madigan
5547,Frank Madigan,Michael Fassbender
5548,Frank Madigan,Marion Cotillard
5549,Frank Madigan,Jack Madigan
5550,Kristen Bell,Jason Segel
5551,Kristen Bell,Paul Rudd
5552,Jason Segel,Kristen Bell
5553,Jason Segel,Paul Rudd
5554,Jason Segel,Mila Kunis
5555,Paul Rudd,Kristen Bell
5556,Paul Rudd,Jason Segel
5557,Paul Rudd,Mila Kunis
5558,Mila Kunis,Jason Segel
5559,Mila Kunis,Paul Rudd
5560,Brenton Thwaites,Jeff Bridges
5561,Brenton Thwaites,Meryl Streep
5562,Brenton Thwaites,Taylor Swift
5563,Jeff Bridges,Brenton Thwaites
5564,Jeff Bridges,Meryl Streep
5565,Jeff Bridges,Taylor Swift
5566,Meryl Streep,Brenton Thwaites
5567,Meryl Streep,Jeff Bridges
5568,Meryl Streep,Taylor Swift
5569,Taylor Swift,Brenton Thwaites
5570,Taylor Swift,Jeff Bridges
5571,Taylor Swift,Meryl Streep
5572,Casey Affleck,Chiwetel Ejiofor
5573,Casey Affleck,Anthony Mackie
5574,Casey Affleck,Aaron Paul
5575,Chiwetel Ejiofor,Casey Affleck
5576,Chiwetel Ejiofor,Anthony Mackie
5577,Chiwetel Ejiofor,Aaron Paul
5578,Anthony Mackie,Casey Affleck
5579,Anthony Mackie,Chiwetel Ejiofor
5580,Anthony Mackie,Aaron Paul
5581,Aaron Paul,Casey Affleck
5582,Aaron Paul,Chiwetel Ejiofor
5583,Aaron Paul,Anthony Mackie
5584,Giuseppe Battiston,Anna Foglietta
5585,Giuseppe Battiston,Marco Giallini
5586,Giuseppe Battiston,Edoardo Leo
5587,Anna Foglietta,Giuseppe Battiston
5588,Anna Foglietta,Marco Giallini
5589,Anna Foglietta,Edoardo Leo
5590,Marco Giallini,Giuseppe Battiston
5591,Marco Giallini,Anna Foglietta
5592,Marco Giallini,Edoardo Leo
5593,Edoardo Leo,Giuseppe Battiston
5594,Edoardo Leo,Anna Foglietta
5595,Edoardo Leo,Marco Giallini
5596,Jason Sudeikis,Josh Gad
5597,Jason Sudeikis,Danny McBride
5598,Jason Sudeikis,Maya Rudolph
5599,Josh Gad,Jason Sudeikis
5600,Josh Gad,Danny McBride
5601,Josh Gad,Maya Rudolph
5602,Danny McBride,Jason Sudeikis
5603,Danny McBride,Josh Gad
5604,Danny McBride,Maya Rudolph
5605,Maya Rudolph,Jason Sudeikis
5606,Maya Rudolph,Josh Gad
5607,Maya Rudolph,Danny McBride
5608,Jared Gilman,Kara Hayward
5609,Jared Gilman,Bruce Willis
5610,Jared Gilman,Bill Murray
5611,Kara Hayward,Jared Gilman
5612,Kara Hayward,Bruce Willis
5613,Kara Hayward,Bill Murray
5614,Bruce Willis,Jared Gilman
5615,Bruce Willis,Kara Hayward
5616,Bruce Willis,Bill Murray
5617,Bill Murray,Jared Gilman
5618,Bill Murray,Kara Hayward
5619,Bill Murray,Bruce Willis
5620,John Travolta,Queen Latifah
5621,John Travolta,Nikki Blonsky
5622,John Travolta,Michelle Pfeiffer
5623,Queen Latifah,John Travolta
5624,Queen Latifah,Nikki Blonsky
5625,Queen Latifah,Michelle Pfeiffer
5626,Nikki Blonsky,John Travolta
5627,Nikki Blonsky,Queen Latifah
5628,Nikki Blonsky,Michelle Pfeiffer
5629,Michelle Pfeiffer,John Travolta
5630,Michelle Pfeiffer,Queen Latifah
5631,Michelle Pfeiffer,Nikki Blonsky
5632,Julianne Hough,Josh Duhamel
5633,Julianne Hough,Cobie Smulders
5634,Julianne Hough,David Lyons
5635,Josh Duhamel,Julianne Hough
5636,Josh Duhamel,Cobie Smulders
5637,Josh Duhamel,David Lyons
5638,Cobie Smulders,Julianne Hough
5639,Cobie Smulders,Josh Duhamel
5640,Cobie Smulders,David Lyons
5641,David Lyons,Julianne Hough
5642,David Lyons,Josh Duhamel
5643,David Lyons,Cobie Smulders
5644,Will Smith,Rodrigo Santoro
5645,Will Smith,Adrian Martinez
5646,Margot Robbie,Rodrigo Santoro
5647,Margot Robbie,Adrian Martinez
5648,Rodrigo Santoro,Will Smith
5649,Rodrigo Santoro,Margot Robbie
5650,Rodrigo Santoro,Adrian Martinez
5651,Adrian Martinez,Will Smith
5652,Adrian Martinez,Margot Robbie
5653,Adrian Martinez,Rodrigo Santoro
5654,Brad Garrett,Lou Romano
5655,Brad Garrett,Patton Oswalt
5656,Brad Garrett,Ian Holm
5657,Lou Romano,Brad Garrett
5658,Lou Romano,Patton Oswalt
5659,Lou Romano,Ian Holm
5660,Patton Oswalt,Brad Garrett
5661,Patton Oswalt,Lou Romano
5662,Patton Oswalt,Ian Holm
5663,Ian Holm,Brad Garrett
5664,Ian Holm,Lou Romano
5665,Ian Holm,Patton Oswalt
5666,Connor Paolo,Kelly McGillis
5667,Connor Paolo,Gregory Jones
5668,Nick Damici,Kelly McGillis
5669,Nick Damici,Gregory Jones
5670,Kelly McGillis,Connor Paolo
5671,Kelly McGillis,Nick Damici
5672,Kelly McGillis,Gregory Jones
5673,Gregory Jones,Connor Paolo
5674,Gregory Jones,Nick Damici
5675,Gregory Jones,Kelly McGillis
5676,Denzel Washington,Mila Kunis
5677,Denzel Washington,Ray Stevenson
5678,Denzel Washington,Gary Oldman
5679,Mila Kunis,Denzel Washington
5680,Mila Kunis,Ray Stevenson
5681,Mila Kunis,Gary Oldman
5682,Ray Stevenson,Denzel Washington
5683,Ray Stevenson,Mila Kunis
5684,Ray Stevenson,Gary Oldman
5685,Gary Oldman,Denzel Washington
5686,Gary Oldman,Mila Kunis
5687,Gary Oldman,Ray Stevenson
5688,Mike Vogel,Jessica Lucas
5689,Mike Vogel,Lizzy Caplan
5690,Jessica Lucas,Mike Vogel
5691,Jessica Lucas,Lizzy Caplan
5692,Jessica Lucas,T.J. Miller
5693,Lizzy Caplan,Mike Vogel
5694,Lizzy Caplan,Jessica Lucas
5695,Lizzy Caplan,T.J. Miller
5696,T.J. Miller,Jessica Lucas
5697,T.J. Miller,Lizzy Caplan
5698,Edgar Ramírez,Luke Bracey
5699,Edgar Ramírez,Ray Winstone
5700,Edgar Ramírez,Teresa Palmer
5701,Luke Bracey,Edgar Ramírez
5702,Luke Bracey,Ray Winstone
5703,Ray Winstone,Edgar Ramírez
5704,Ray Winstone,Luke Bracey
5705,Ray Winstone,Teresa Palmer
5706,Teresa Palmer,Edgar Ramírez
5707,Teresa Palmer,Ray Winstone
5708,Scarlett Johansson,Jeremy McWilliams
5709,Scarlett Johansson,Lynsey Taylor Mackay
5710,Scarlett Johansson,Dougie McConnell
5711,Jeremy McWilliams,Scarlett Johansson
5712,Jeremy McWilliams,Lynsey Taylor Mackay
5713,Jeremy McWilliams,Dougie McConnell
5714,Lynsey Taylor Mackay,Scarlett Johansson
5715,Lynsey Taylor Mackay,Jeremy McWilliams
5716,Lynsey Taylor Mackay,Dougie McConnell
5717,Dougie McConnell,Scarlett Johansson
5718,Dougie McConnell,Jeremy McWilliams
5719,Dougie McConnell,Lynsey Taylor Mackay
5720,Will Smith,Alice Braga
5721,Will Smith,Charlie Tahan
5722,Will Smith,Salli Richardson-Whitfield
5723,Alice Braga,Will Smith
5724,Alice Braga,Charlie Tahan
5725,Alice Braga,Salli Richardson-Whitfield
5726,Charlie Tahan,Will Smith
5727,Charlie Tahan,Alice Braga
5728,Charlie Tahan,Salli Richardson-Whitfield
5729,Salli Richardson-Whitfield,Will Smith
5730,Salli Richardson-Whitfield,Alice Braga
5731,Salli Richardson-Whitfield,Charlie Tahan
5732,Will Smith,Tommy Lee Jones
5733,Will Smith,Josh Brolin
5734,Will Smith,Jemaine Clement
5735,Tommy Lee Jones,Will Smith
5736,Tommy Lee Jones,Jemaine Clement
5737,Josh Brolin,Will Smith
5738,Josh Brolin,Jemaine Clement
5739,Jemaine Clement,Will Smith
5740,Jemaine Clement,Tommy Lee Jones
5741,Jemaine Clement,Josh Brolin
5742,Elle Fanning,AJ Michalka
5743,Elle Fanning,Kyle Chandler
5744,Elle Fanning,Joel Courtney
5745,AJ Michalka,Elle Fanning
5746,AJ Michalka,Kyle Chandler
5747,AJ Michalka,Joel Courtney
5748,Kyle Chandler,Elle Fanning
5749,Kyle Chandler,AJ Michalka
5750,Kyle Chandler,Joel Courtney
5751,Joel Courtney,Elle Fanning
5752,Joel Courtney,AJ Michalka
5753,Joel Courtney,Kyle Chandler
5754,Gerard Butler,Jamie Foxx
5755,Gerard Butler,Leslie Bibb
5756,Gerard Butler,Colm Meaney
5757,Jamie Foxx,Gerard Butler
5758,Jamie Foxx,Leslie Bibb
5759,Jamie Foxx,Colm Meaney
5760,Leslie Bibb,Gerard Butler
5761,Leslie Bibb,Jamie Foxx
5762,Leslie Bibb,Colm Meaney
5763,Colm Meaney,Gerard Butler
5764,Colm Meaney,Jamie Foxx
5765,Colm Meaney,Leslie Bibb
5766,Edward Asner,Jordan Nagai
5767,Edward Asner,John Ratzenberger
5768,Edward Asner,Christopher Plummer
5769,Jordan Nagai,Edward Asner
5770,Jordan Nagai,John Ratzenberger
5771,Jordan Nagai,Christopher Plummer
5772,John Ratzenberger,Edward Asner
5773,John Ratzenberger,Jordan Nagai
5774,John Ratzenberger,Christopher Plummer
5775,Christopher Plummer,Edward Asner
5776,Christopher Plummer,Jordan Nagai
5777,Christopher Plummer,John Ratzenberger
5778,Dylan O'Brien,Giancarlo Esposito
5779,Kaya Scodelario,Giancarlo Esposito
5780,Thomas Brodie-Sangster,Giancarlo Esposito
5781,Giancarlo Esposito,Dylan O'Brien
5782,Giancarlo Esposito,Kaya Scodelario
5783,Giancarlo Esposito,Thomas Brodie-Sangster
5784,Cate Blanchett,Rooney Mara
5785,Cate Blanchett,Sarah Paulson
5786,Cate Blanchett,Kyle Chandler
5787,Rooney Mara,Cate Blanchett
5788,Rooney Mara,Sarah Paulson
5789,Rooney Mara,Kyle Chandler
5790,Sarah Paulson,Cate Blanchett
5791,Sarah Paulson,Rooney Mara
5792,Sarah Paulson,Kyle Chandler
5793,Kyle Chandler,Cate Blanchett
5794,Kyle Chandler,Rooney Mara
5795,Kyle Chandler,Sarah Paulson
5796,Daniel Radcliffe,Toni Collette
5797,Daniel Radcliffe,Tracy Letts
5798,Daniel Radcliffe,Sam Trammell
5799,Toni Collette,Daniel Radcliffe
5800,Toni Collette,Tracy Letts
5801,Toni Collette,Sam Trammell
5802,Tracy Letts,Daniel Radcliffe
5803,Tracy Letts,Toni Collette
5804,Tracy Letts,Sam Trammell
5805,Sam Trammell,Daniel Radcliffe
5806,Sam Trammell,Toni Collette
5807,Sam Trammell,Tracy Letts
5808,Michael Caine,Harvey Keitel
5809,Michael Caine,Rachel Weisz
5810,Michael Caine,Jane Fonda
5811,Harvey Keitel,Michael Caine
5812,Harvey Keitel,Rachel Weisz
5813,Harvey Keitel,Jane Fonda
5814,Rachel Weisz,Michael Caine
5815,Rachel Weisz,Harvey Keitel
5816,Rachel Weisz,Jane Fonda
5817,Jane Fonda,Michael Caine
5818,Jane Fonda,Harvey Keitel
5819,Jane Fonda,Rachel Weisz
5820,Jared Leto,Sarah Polley
5821,Jared Leto,Diane Kruger
5822,Jared Leto,Linh Dan Pham
5823,Sarah Polley,Jared Leto
5824,Sarah Polley,Diane Kruger
5825,Sarah Polley,Linh Dan Pham
5826,Diane Kruger,Jared Leto
5827,Diane Kruger,Sarah Polley
5828,Diane Kruger,Linh Dan Pham
5829,Linh Dan Pham,Jared Leto
5830,Linh Dan Pham,Sarah Polley
5831,Linh Dan Pham,Diane Kruger
5832,Riz Ahmed,Billie Piper
5833,Riz Ahmed,James Floyd
5834,Riz Ahmed,Cush Jumbo
5835,Billie Piper,Riz Ahmed
5836,Billie Piper,James Floyd
5837,Billie Piper,Cush Jumbo
5838,James Floyd,Riz Ahmed
5839,James Floyd,Billie Piper
5840,James Floyd,Cush Jumbo
5841,Cush Jumbo,Riz Ahmed
5842,Cush Jumbo,Billie Piper
5843,Cush Jumbo,James Floyd
5844,Aaron Taylor-Johnson,Taylor Kitsch
5845,Aaron Taylor-Johnson,Blake Lively
5846,Aaron Taylor-Johnson,Benicio Del Toro
5847,Taylor Kitsch,Aaron Taylor-Johnson
5848,Taylor Kitsch,Blake Lively
5849,Taylor Kitsch,Benicio Del Toro
5850,Blake Lively,Aaron Taylor-Johnson
5851,Blake Lively,Taylor Kitsch
5852,Blake Lively,Benicio Del Toro
5853,Benicio Del Toro,Aaron Taylor-Johnson
5854,Benicio Del Toro,Taylor Kitsch
5855,Benicio Del Toro,Blake Lively
5856,Zooey Deschanel,Joseph Gordon-Levitt
5857,Zooey Deschanel,Geoffrey Arend
5858,Zooey Deschanel,Chloë Grace Moretz
5859,Joseph Gordon-Levitt,Zooey Deschanel
5860,Joseph Gordon-Levitt,Geoffrey Arend
5861,Joseph Gordon-Levitt,Chloë Grace Moretz
5862,Geoffrey Arend,Zooey Deschanel
5863,Geoffrey Arend,Joseph Gordon-Levitt
5864,Geoffrey Arend,Chloë Grace Moretz
5865,Chloë Grace Moretz,Zooey Deschanel
5866,Chloë Grace Moretz,Joseph Gordon-Levitt
5867,Chloë Grace Moretz,Geoffrey Arend
5868,Emma Stone,Stephen Merchant
5869,Emma Stone,Richard Gere
5870,Emma Stone,Liev Schreiber
5871,Stephen Merchant,Emma Stone
5872,Stephen Merchant,Richard Gere
5873,Stephen Merchant,Liev Schreiber
5874,Richard Gere,Emma Stone
5875,Richard Gere,Stephen Merchant
5876,Richard Gere,Liev Schreiber
5877,Liev Schreiber,Emma Stone
5878,Liev Schreiber,Stephen Merchant
5879,Liev Schreiber,Richard Gere
5880,Sandra Bullock,George Clooney
5881,Sandra Bullock,Ed Harris
5882,Sandra Bullock,Orto Ignatiussen
5883,George Clooney,Sandra Bullock
5884,George Clooney,Ed Harris
5885,George Clooney,Orto Ignatiussen
5886,Ed Harris,Sandra Bullock
5887,Ed Harris,George Clooney
5888,Ed Harris,Orto Ignatiussen
5889,Orto Ignatiussen,Sandra Bullock
5890,Orto Ignatiussen,George Clooney
5891,Orto Ignatiussen,Ed Harris
5892,Asa Butterfield,David Thewlis
5893,Asa Butterfield,Rupert Friend
5894,Asa Butterfield,Zac Mattoon O'Brien
5895,David Thewlis,Asa Butterfield
5896,David Thewlis,Rupert Friend
5897,David Thewlis,Zac Mattoon O'Brien
5898,Rupert Friend,Asa Butterfield
5899,Rupert Friend,David Thewlis
5900,Rupert Friend,Zac Mattoon O'Brien
5901,Zac Mattoon O'Brien,Asa Butterfield
5902,Zac Mattoon O'Brien,David Thewlis
5903,Zac Mattoon O'Brien,Rupert Friend
5904,Mark Wahlberg,Michael Peña
5905,Mark Wahlberg,Rhona Mitra
5906,Mark Wahlberg,Danny Glover
5907,Michael Peña,Mark Wahlberg
5908,Michael Peña,Rhona Mitra
5909,Michael Peña,Danny Glover
5910,Rhona Mitra,Mark Wahlberg
5911,Rhona Mitra,Michael Peña
5912,Rhona Mitra,Danny Glover
5913,Danny Glover,Mark Wahlberg
5914,Danny Glover,Michael Peña
5915,Danny Glover,Rhona Mitra
5916,Mark Wahlberg,Zooey Deschanel
5917,Mark Wahlberg,John Leguizamo
5918,Mark Wahlberg,Ashlyn Sanchez
5919,Zooey Deschanel,Mark Wahlberg
5920,Zooey Deschanel,John Leguizamo
5921,Zooey Deschanel,Ashlyn Sanchez
5922,John Leguizamo,Mark Wahlberg
5923,John Leguizamo,Zooey Deschanel
5924,John Leguizamo,Ashlyn Sanchez
5925,Ashlyn Sanchez,Mark Wahlberg
5926,Ashlyn Sanchez,Zooey Deschanel
5927,Ashlyn Sanchez,John Leguizamo
5928,Kurt Russell,Patrick Wilson
5929,Kurt Russell,Matthew Fox
5930,Kurt Russell,Richard Jenkins
5931,Patrick Wilson,Kurt Russell
5932,Patrick Wilson,Matthew Fox
5933,Patrick Wilson,Richard Jenkins
5934,Matthew Fox,Kurt Russell
5935,Matthew Fox,Patrick Wilson
5936,Matthew Fox,Richard Jenkins
5937,Richard Jenkins,Kurt Russell
5938,Richard Jenkins,Patrick Wilson
5939,Richard Jenkins,Matthew Fox
5940,Channing Tatum,Joe Manganiello
5941,Channing Tatum,Matt Bomer
5942,Channing Tatum,Adam Rodriguez
5943,Joe Manganiello,Channing Tatum
5944,Joe Manganiello,Matt Bomer
5945,Joe Manganiello,Adam Rodriguez
5946,Matt Bomer,Channing Tatum
5947,Matt Bomer,Joe Manganiello
5948,Matt Bomer,Adam Rodriguez
5949,Adam Rodriguez,Channing Tatum
5950,Adam Rodriguez,Joe Manganiello
5951,Adam Rodriguez,Matt Bomer
5952,Emma Stone,Amanda Bynes
5953,Emma Stone,Penn Badgley
5954,Emma Stone,Dan Byrd
5955,Amanda Bynes,Emma Stone
5956,Amanda Bynes,Penn Badgley
5957,Amanda Bynes,Dan Byrd
5958,Penn Badgley,Emma Stone
5959,Penn Badgley,Amanda Bynes
5960,Penn Badgley,Dan Byrd
5961,Dan Byrd,Emma Stone
5962,Dan Byrd,Amanda Bynes
5963,Dan Byrd,Penn Badgley
5964,Christian Bale,Joel Edgerton
5965,Christian Bale,Ben Kingsley
5966,Christian Bale,Sigourney Weaver
5967,Joel Edgerton,Christian Bale
5968,Joel Edgerton,Ben Kingsley
5969,Joel Edgerton,Sigourney Weaver
5970,Ben Kingsley,Christian Bale
5971,Ben Kingsley,Joel Edgerton
5972,Ben Kingsley,Sigourney Weaver
5973,Sigourney Weaver,Christian Bale
5974,Sigourney Weaver,Joel Edgerton
5975,Sigourney Weaver,Ben Kingsley
5976,Sharlto Copley,Dev Patel
5977,Sharlto Copley,Hugh Jackman
5978,Sharlto Copley,Sigourney Weaver
5979,Dev Patel,Sharlto Copley
5980,Dev Patel,Hugh Jackman
5981,Dev Patel,Sigourney Weaver
5982,Hugh Jackman,Sharlto Copley
5983,Hugh Jackman,Dev Patel
5984,Hugh Jackman,Sigourney Weaver
5985,Sigourney Weaver,Sharlto Copley
5986,Sigourney Weaver,Dev Patel
5987,Sigourney Weaver,Hugh Jackman
5988,Ian McKellen,Ken Stott
5989,Martin Freeman,Ken Stott
5990,Richard Armitage,Ken Stott
5991,Ken Stott,Ian McKellen
5992,Ken Stott,Martin Freeman
5993,Ken Stott,Richard Armitage
5994,Chiwetel Ejiofor,Anika Noni Rose
5995,Chiwetel Ejiofor,Joseph Mawle
5996,Thandie Newton,Anika Noni Rose
5997,Thandie Newton,Joseph Mawle
5998,Anika Noni Rose,Chiwetel Ejiofor
5999,Anika Noni Rose,Thandie Newton
6000,Anika Noni Rose,Joseph Mawle
6001,Joseph Mawle,Chiwetel Ejiofor
6002,Joseph Mawle,Thandie Newton
6003,Joseph Mawle,Anika Noni Rose
6004,Jamie Dornan,Cillian Murphy
6005,Jamie Dornan,Brian Caspe
6006,Jamie Dornan,Karel Hermánek Jr.
6007,Cillian Murphy,Jamie Dornan
6008,Cillian Murphy,Brian Caspe
6009,Cillian Murphy,Karel Hermánek Jr.
6010,Brian Caspe,Jamie Dornan
6011,Brian Caspe,Cillian Murphy
6012,Brian Caspe,Karel Hermánek Jr.
6013,Karel Hermánek Jr.,Jamie Dornan
6014,Karel Hermánek Jr.,Cillian Murphy
6015,Karel Hermánek Jr.,Brian Caspe
6016,Michael Fassbender,Penélope Cruz
6017,Michael Fassbender,Cameron Diaz
6018,Michael Fassbender,Javier Bardem
6019,Penélope Cruz,Michael Fassbender
6020,Penélope Cruz,Cameron Diaz
6021,Penélope Cruz,Javier Bardem
6022,Cameron Diaz,Michael Fassbender
6023,Cameron Diaz,Penélope Cruz
6024,Cameron Diaz,Javier Bardem
6025,Javier Bardem,Michael Fassbender
6026,Javier Bardem,Penélope Cruz
6027,Javier Bardem,Cameron Diaz
6028,Anton Adasinsky,Aleksandr Armer
6029,Anton Adasinsky,Vilen Babichev
6030,Anton Adasinsky,Rostislav Bershauer
6031,Aleksandr Armer,Anton Adasinsky
6032,Aleksandr Armer,Vilen Babichev
6033,Aleksandr Armer,Rostislav Bershauer
6034,Vilen Babichev,Anton Adasinsky
6035,Vilen Babichev,Aleksandr Armer
6036,Vilen Babichev,Rostislav Bershauer
6037,Rostislav Bershauer,Anton Adasinsky
6038,Rostislav Bershauer,Aleksandr Armer
6039,Rostislav Bershauer,Vilen Babichev
6040,Tina Fey,Margot Robbie
6041,Tina Fey,Martin Freeman
6042,Tina Fey,Alfred Molina
6043,Margot Robbie,Tina Fey
6044,Margot Robbie,Martin Freeman
6045,Margot Robbie,Alfred Molina
6046,Martin Freeman,Tina Fey
6047,Martin Freeman,Margot Robbie
6048,Martin Freeman,Alfred Molina
6049,Alfred Molina,Tina Fey
6050,Alfred Molina,Margot Robbie
6051,Alfred Molina,Martin Freeman
6052,Clive Owen,Catherine Keener
6053,Clive Owen,Liana Liberato
6054,Clive Owen,Jason Clarke
6055,Catherine Keener,Clive Owen
6056,Catherine Keener,Liana Liberato
